created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,search_optimization,search_optimization_progress,search_optimization_bytes,is_external,enable_schema_evolution,owner_role_type,is_event,is_hybrid,is_iceberg,is_dynamic,is_immutable
2025-06-28 01:56:44.372 -0700,MOBILE_SALES,FLIPKART_MOBILES,PUBLIC,TABLE,,,3114,56320,ACCOUNTADMIN,1,OFF,OFF,OFF,,,N,N,ROLE,N,N,N,N,N
